name,rating,industry,location,salary
B. G. Shirke Construction Technology,4.2,Engineering & Construction,Pune +25 other locations,650
Bisk Farm,4.0,Food Processing,Kolkata +125 other locations,649
AI Airport Services,3.3,Mumbai +57 other locations,,648
Bahwan CyberTek,3.5,IT Services & Consulting,Chennai +20 other locations,647
ChannelPlay,3.8,Marketing & Advertising,Gurgaon / Gurugram +89 other locations,645
Osource Global,3.5,BPO,Mumbai +25 other locations,645
Keventer,3.8,FMCG,Kolkata +64 other locations,646
Leverage Edu,4.2,EdTech,Noida +21 other locations,645
PeopleStrong,3.4,Recruitment,Gurgaon / Gurugram +19 other locations,644
Aurigo Software Technologies,4.6,Software Product,Bangalore / Bengaluru +5 other locations,644
URC Construction,3.6,Engineering & Construction,Chennai +49 other locations,643
Diebold Nixdorf,3.6,IT Services & Consulting,Hyderabad / Secunderabad +44 other locations,644
YOKOGAWA,3.9,Industrial Automation,Bangalore / Bengaluru +23 other locations,643
Ness Digital Engineering,3.4,IT Services & Consulting,Bangalore / Bengaluru +11 other locations,643
Stellantis,3.3,Automobile,Chennai +15 other locations,644
Housing.com,3.6,Internet,Gurgaon / Gurugram +42 other locations,643
North East Small Finance Bank,3.6,Banking,Guwahati +88 other locations,642
Asb International,3.7,Industrial Machinery,Mumbai +23 other locations,643
Razorpay,3.4,FinTech,Bangalore / Bengaluru +26 other locations,642
Koch Business Solutions,3.2,IT Services & Consulting,Bangalore / Bengaluru +11 other locations,642
SG Analytics,2.8,Analytics & KPO,Pune +12 other locations,641
Technotask Business Solutions,3.7,BPO,Bhopal +20 other locations,640
Ingram Micro,3.6,IT Services & Consulting,Mumbai +48 other locations,640
Dhanuka Agritech,3.7,Agro Chemicals,Gurgaon / Gurugram +110 other locations,640
MPS Limited,3.5,Content Development,Dehradun +23 other locations,639
ExportersIndia,4.9,Internet,New Delhi +2 other locations,639
Apollo Health and Lifestyle Limited,4.4,Healthcare,Hyderabad / Secunderabad +69 other locations,639
Genus Power Infrastructures,4.0,Consumer Electronics & Appliances,Jaipur +78 other locations,639
Nomura Holdings,3.7,Mumbai +11 other locations,,638
Infor Global Solution,4.0,Software Product,Hyderabad / Secunderabad +9 other locations,638
Qatar Airways,3.5,Aviation,Ahmedabad +27 other locations,638
Home First Finance Company India,3.6,Financial Services,Mumbai +98 other locations,637
Saint Gobain Glass,3.8,Building Material,Chennai +57 other locations,637
Rane NSK Steering Systems,4.0,Auto Components,Rewari +26 other locations,636
Cotiviti,3.5,Analytics & KPO,Hyderabad / Secunderabad +10 other locations,636
Central Bank of India,3.9,Banking,Mumbai +185 other locations,636
Vizag Steel,4.0,Iron & Steel,Visakhapatnam +28 other locations,637
Nephroplus,3.9,Healthcare,Hyderabad / Secunderabad +108 other locations,636
Wolters Kluwer,3.9,Software Product,Pune +16 other locations,636
Vindhya Telelinks,3.9,Hardware & Networking,New Delhi +86 other locations,635
Emami Agrotech,3.9,Food Processing,Kolkata +65 other locations,635
CtrlS,3.6,IT Services & Consulting,Hyderabad / Secunderabad +17 other locations,635
Lionbridge Technologies,3.6,Content Development,Mumbai +13 other locations,634
PrimEra Medical Technologies,3.6,IT Services & Consulting,Hyderabad / Secunderabad +14 other locations,634
TIAA Global Business Services,3.7,Financial Services,Pune +9 other locations,634
VRL Logistics,3.6,Logistics,Bangalore / Bengaluru +115 other locations,634
Eugia Pharma Specialities,3.9,Pharma,Hyderabad / Secunderabad +17 other locations,634
Triveni Engineering & Industries,4.0,Food Processing,Noida +57 other locations,635
Marlabs,3.5,IT Services & Consulting,Bangalore / Bengaluru +12 other locations,633
InternEzy,4.9,EdTech,Erode +5 other locations,632
Office Beacon,4.6,BPO,Vadodara +19 other locations,632
Epicenter Technologies,3.3,BPO,Mumbai +8 other locations,632
Orient Technologies,3.7,IT Services & Consulting,Mumbai +48 other locations,631
Quislex Legal Services,4.0,Legal,Hyderabad / Secunderabad +10 other locations,631
TVS Electronics,3.8,Consumer Electronics & Appliances,Chennai +71 other locations,632
Medtronic,4.0,Medical Equipment,Hyderabad / Secunderabad +44 other locations,630
Solv,3.5,Internet,Bangalore / Bengaluru +131 other locations,630
Surya Roshni,4.2,Real Estate,New Delhi +71 other locations,630
EPL Limited,3.9,Packaging,Mumbai +35 other locations,631
Blue Yonder,3.8,Software Product,Bangalore / Bengaluru +13 other locations,630
Karvy Stock Broking,3.6,Hyderabad / Secunderabad +106 other locations,,629
Padget Electronics,3.9,Industrial Machinery,Noida +12 other locations,629
Progressive Infovision,4.0,Recruitment,New Delhi +77 other locations,629
Radico Khaitan,4.2,Beverage,Rampur +73 other locations,630
Omaxe,4.2,Real Estate,New Delhi +24 other locations,629
BankBazaar,3.4,FinTech,Chennai +15 other locations,628
Healthians,4.1,Healthcare,Gurgaon / Gurugram +45 other locations,627
Alshaya Group,3.7,Retail,Bangalore / Bengaluru +27 other locations,626
Corteva Agriscience,4.2,Agro Chemicals,Hyderabad / Secunderabad +101 other locations,626
Optimum Infosystem,3.2,IT Services & Consulting,Chennai +16 other locations,626
Patel Infrastructure,3.9,Engineering & Construction,Vadodara +55 other locations,626
Dodla Dairy,4.2,Food Processing,Hyderabad / Secunderabad +70 other locations,625
BCD Travel,4.2,Travel & Tourism,Bangalore / Bengaluru +11 other locations,624
Welspun World,3.6,Building Material,Anjar +48 other locations,623
Nihilent,3.2,IT Services & Consulting,Pune +8 other locations,622
The Lalit,3.7,Hospitality,New Delhi +30 other locations,622
Volkswagen Group Technology Solution,4.0,Software Product,Pune +14 other locations,621
Times Group,3.7,Printing & Publishing,Mumbai +48 other locations,621
DeHaat,3.6,Internet,Gurgaon / Gurugram +112 other locations,621
Encore Capital Group,3.9,IT Services & Consulting,Gurgaon / Gurugram +4 other locations,620
Bridgestone,4.0,Auto Components,Pune +57 other locations,620
Tredence,3.4,IT Services & Consulting,Bangalore / Bengaluru +8 other locations,621
Mindarika,3.9,Auto Components,Gurgaon / Gurugram +26 other locations,618
Centaur Pharmaceuticals,3.5,Pharma,Pune +66 other locations,619
Tata Power Delhi Distribution,3.7,Power,New Delhi +34 other locations,618
Eastman Auto and Power Limited,4.0,Electrical Equipment,Gurgaon / Gurugram +61 other locations,618
SMC Global Securities,3.5,Financial Services,New Delhi +85 other locations,617
Electrosteel Casting,3.8,Building Material,Kolkata +24 other locations,617
Autoliv,3.9,Auto Components,Bangalore / Bengaluru +21 other locations,618
Regulated Council of Immigration Consultants,5.0,Dubai +5 other locations,,617
PCBL Chemical Limited,3.9,Petrochemicals,Vadodara +24 other locations,617
Jubilant Ingrevia,3.8,Chemicals,Bharuch +29 other locations,617
Yatra,3.3,Travel & Tourism,Gurgaon / Gurugram +19 other locations,615
Capco Technologies,3.7,IT Services & Consulting,Bangalore / Bengaluru +17 other locations,616
Crowne Plaza,4.0,Hospitality,New Delhi +35 other locations,614
Pennar Industries,3.4,Engineering & Construction,Hyderabad / Secunderabad +29 other locations,614
Trianz,3.3,IT Services & Consulting,Hyderabad / Secunderabad +8 other locations,614
Data Entry,4.2,BPO,New Delhi +110 other locations,614
Hitachi Systems Micro Clinic,4.0,IT Services & Consulting,Mumbai +79 other locations,613
Lohia Corp,3.8,Industrial Machinery,Kanpur +21 other locations,615
Mount Litera Zee School,3.7,Education & Training,Bangalore / Bengaluru +124 other locations,613
My Home Industries,4.0,Building Material,Hyderabad / Secunderabad +68 other locations,613
NoBrokerHood,2.8,Software Product,Bangalore / Bengaluru +29 other locations,613
R.S. Infraprojects,4.0,Engineering & Construction,Noida +91 other locations,612
Fiat India Automobiles,3.5,Automobile,Pune +21 other locations,612
Licious,3.5,Internet,Bangalore / Bengaluru +38 other locations,612
MothersonSumi INfotech & Designs,3.4,IT Services & Consulting,Noida +18 other locations,611
Ascendion,3.5,IT Services & Consulting,Bangalore / Bengaluru +16 other locations,612
Mahindra Integrated Business Solutions,3.4,BPO,Mumbai +77 other locations,611
NRB Bearings,4.1,Auto Components,Aurangabad +22 other locations,612
Wissen Infotech,3.5,IT Services & Consulting,Bangalore / Bengaluru +13 other locations,610
Continental,3.7,Auto Components,Bangalore / Bengaluru +49 other locations,609
Magic Edtech,3.6,IT Services & Consulting,Noida +11 other locations,610
ICA Edu Skills,3.9,Education & Training,Kolkata +118 other locations,608
Sanghi Industries,3.9,Building Material,Ahmedabad +31 other locations,607
Ramboll,4.0,Engineering & Construction,Gurgaon / Gurugram +30 other locations,607
Electrotherm,4.2,Iron & Steel,Ahmedabad +39 other locations,607
Indorama,3.8,Fashion & Textile,Haldia +43 other locations,606
NICE,3.5,Software Product,Pune +15 other locations,606
Welspun Corp,4.0,Iron & Steel,Anjar +28 other locations,606
Philips Innovation Campus,3.7,Healthcare,Bangalore / Bengaluru +19 other locations,605
TCI Express,3.9,Logistics,Gurgaon / Gurugram +75 other locations,604
Duck Creek Technologies,4.5,Software Product,Mumbai +9 other locations,604
ShareChat,3.6,Internet,Bangalore / Bengaluru +42 other locations,604
Ugam Solution,3.6,IT Services & Consulting,Mumbai +14 other locations,604
Columbia Asia,4.6,Healthcare,Bangalore / Bengaluru +19 other locations,604
Carrier,3.6,Industrial Machinery,Hyderabad / Secunderabad +50 other locations,604
Sintex BAPL,3.6,Petrochemicals,Chennai +69 other locations,604
Quality Austria Central Asia,3.5,Other,New Delhi +66 other locations,603
Polaris Consulting,4.0,IT Services & Consulting,Hyderabad / Secunderabad +18 other locations,602
Turbo Energy,4.2,Auto Components,Chennai +26 other locations,602
GKN,3.8,Industrial Automation,Pune +27 other locations,603
Surin Automotive,3.8,Auto Components,Pune +22 other locations,601
3M,4.1,Electronics Manufacturing,Bangalore / Bengaluru +49 other locations,602
Dhani Services,3.7,Mumbai +78 other locations,,601
Krsnaa Diagnostics,3.7,Healthcare,Pune +94 other locations,601
RealPage,3.6,Software Product,Hyderabad / Secunderabad +9 other locations,601
Forbes Marshall,4.0,Industrial Machinery,Pune +23 other locations,599
CJ Darcl Logistics Limited,4.0,Logistics,Gurgaon / Gurugram +79 other locations,598
Vikram Solar,3.7,Power,Kolkata +41 other locations,598
Elite Elevators,4.0,Industrial Machinery,Chennai +40 other locations,599
Vasudha Pharma Chem,4.0,Pharma,Visakhapatnam +9 other locations,598
Nucleus Software Exports,3.4,Software Product,Noida +12 other locations,597
Kissht Finance,4.0,FinTech,Mumbai +76 other locations,597
Neurealm,3.4,IT Services & Consulting,Chennai +13 other locations,599
Shivalik Small Finance Bank,3.9,Banking,Noida +40 other locations,597
Netmeds.com,3.8,Internet,Chennai +123 other locations,598
FCC Clutch,3.8,Auto Components,Gurgaon / Gurugram +25 other locations,597
ReSource Pro,3.9,Insurance,Bangalore / Bengaluru +9 other locations,597
Talentpro,3.8,Recruitment,Chennai +118 other locations,596
Petpooja,4.0,Software Product,Ahmedabad +59 other locations,596
R.V.R. PROJECTS,3.9,Engineering & Construction,Visakhapatnam +58 other locations,596
Khazana Jewellery,3.9,Jewellery,Chennai +52 other locations,595
Ebixcash Global Services,3.2,BPO,Mumbai +38 other locations,594
Carnival Cruise Lines,4.2,Sports & Recreation,Mumbai +31 other locations,594
Inspirisys Solution,3.7,IT Services & Consulting,Chennai +52 other locations,594
Shivam Autotech,3.5,Auto Components,Gurgaon / Gurugram +22 other locations,593
B.L. Kashyap & Sons,3.8,Engineering & Construction,Bangalore / Bengaluru +26 other locations,593
Royal Caribbean International,4.3,Sports & Recreation,Mumbai +23 other locations,593
Dr. Batras' Positive Health Clinic,3.7,Healthcare,Mumbai +87 other locations,593
Livpure,3.9,Consumer Electronics & Appliances,Gurgaon / Gurugram +80 other locations,593
Emids Technologies Limited,3.6,IT Services & Consulting,Bangalore / Bengaluru +9 other locations,593
Magic Bus India Foundation,3.7,Non-Profit,Mumbai +69 other locations,592
Collegedunia,2.9,Internet,Gurgaon / Gurugram +27 other locations,591
Suma Soft,3.5,IT Services & Consulting,Pune +11 other locations,591
CSC,3.5,Financial Services,Bangalore / Bengaluru +21 other locations,591
Careon Healthcare Solutions,3.8,Medical Equipment,Bangalore / Bengaluru +13 other locations,591
ANAROCK Property Consultants,3.5,Real Estate,Mumbai +30 other locations,591
Sl Lumax,3.5,Auto Components,Chennai +15 other locations,591
Jain Irrigation Systems,3.8,Agriculture,Jalgaon +89 other locations,590
Trigent Software,3.4,IT Services & Consulting,Bangalore / Bengaluru +30 other locations,589
Okaya Power,3.7,Electrical Equipment,New Delhi +88 other locations,589
Suraksha Diagnostic,3.7,Healthcare,Kolkata +34 other locations,589
Hetero Healthcare,3.6,Pharma,Hyderabad / Secunderabad +71 other locations,589
Airports Authority of India,4.1,Aviation,New Delhi +89 other locations,588
Corporate Infotech,3.8,IT Services & Consulting,New Delhi +49 other locations,588
Bridge & Roof Co,3.5,Engineering & Construction,Kolkata +65 other locations,588
Central Reserve Police Force,4.7,Government,New Delhi +94 other locations,588
Royaloak Incorporation,3.7,Furniture & Furnishing,Bangalore / Bengaluru +47 other locations,588
Grab A Grub Services,3.9,Logistics,Mumbai +110 other locations,588
Shriram Automall,4.1,Automobile,New Delhi +105 other locations,587
Kajaria Ceramics,3.8,Building Material,New Delhi +81 other locations,588
Tecnimont,3.9,Engineering & Construction,Mumbai +31 other locations,588
Danfoss Industries,3.8,Industrial Machinery,Chennai +20 other locations,586
Manjushree Technopack,3.5,Packaging,Bangalore / Bengaluru +33 other locations,586
Avalon Technologies,3.7,Electronics Manufacturing,Chennai +15 other locations,587
Me n Moms,4.2,Retail,Mumbai +64 other locations,585
ThoughtWorks,4.0,IT Services & Consulting,Bangalore / Bengaluru +11 other locations,585
Gainwell Commosales,4.1,Industrial Machinery,Kolkata +76 other locations,585
TVS Eurogrip,3.6,Auto Components,Madurai +77 other locations,585
TVS Eurogrip,3.6,Auto Components,Madurai +77 other locations,585
Kaizen IT Services,4.1,IT Services & Consulting,Kolkata +87 other locations,584
South Indian Bank,3.3,Banking,Kochi +80 other locations,585
Ongc Petro Additions,3.9,Petrochemicals,Bharuch +30 other locations,584
Einfochips,3.5,IT Services & Consulting,Ahmedabad +13 other locations,583
Varthana,4.0,NBFC,Bangalore / Bengaluru +79 other locations,583
Reliance Jewels,3.9,Jewellery,Mumbai +130 other locations,583
NetConnectGlobal,3.1,IT Services & Consulting,Bangalore / Bengaluru +43 other locations,583
CSM Technologies,4.1,IT Services & Consulting,Bhubaneswar +22 other locations,583
UKB Electronics Limited,3.7,Electronics Manufacturing,Noida +22 other locations,583
Renovision Automation Services,3.3,IT Services & Consulting,New Delhi +70 other locations,583
Kellogg,4.2,FMCG,Mumbai +85 other locations,582
Holiday Inn,4.0,Hospitality,New Delhi +57 other locations,582
Sintex Industries,4.0,Industrial Machinery,Ahmedabad +57 other locations,581
Pyramid IT Consulting,3.0,Recruitment,Noida +24 other locations,582
Geojit Financial Services,3.5,Financial Services,Kochi +134 other locations,581
ACKO,3.6,FinTech,Bangalore / Bengaluru +12 other locations,581
Becton Dickinson,4.0,Medical Equipment,Bangalore / Bengaluru +36 other locations,581
Tejas Networks,3.9,Hardware & Networking,Bangalore / Bengaluru +33 other locations,582
